what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1532444799436
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1532444802021
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1532444805815
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445149983
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445164128
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1532445174453
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1532445502528
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1532445507352
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1532445511848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445527668
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445528910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445534103
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445544437
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445544937
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445545746
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445565450
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445566157
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1532445582177
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1532445657690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445690604
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445709638
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445710348
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445712361
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1532445715647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445721089
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445722469
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445723359
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1532445739041
